campus,method,year,month,day,site,side,zone,level,transect,classcode,count,fish_tl,min_tl,max_tl,observer,depth,vis,temp,surge,windwave,pctcnpy,macpyr1_4stipe,macpyr5_15stipe,macpyrgt15stipe,nerluestipes,notes
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,CAN,2,NO_ORG,0,,,,PETER CARLSON,1.8,8,14.4,LIGHT,,3,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,CAN,3,ATHE,15,19,18,20,PETER CARLSON,1.8,8,14.4,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,1,HROS,1,5,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2,,,,,"HIGH RELIEF, TONS OF HUGE FISH, SOME SAND CHANNELS ON INNERS"
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,1,SATR,1,24,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2,,,,,"HIGH RELIEF, TONS OF HUGE FISH, SOME SAND CHANNELS ON INNERS"
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,1,SATR,1,32,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2,,,,,"HIGH RELIEF, TONS OF HUGE FISH, SOME SAND CHANNELS ON INNERS"
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,1,SMYS,1,22,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2,,,,,"HIGH RELIEF, TONS OF HUGE FISH, SOME SAND CHANNELS ON INNERS"
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,1,SMYS,1,26,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2,,,,,"HIGH RELIEF, TONS OF HUGE FISH, SOME SAND CHANNELS ON INNERS"
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,CPUN,1,25,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,OCAL,1,20,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,OYT,1,27,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,SATR,1,25,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,SMYS,4,23,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,SMYS,3,25,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,2,SMYS,2,30,,,PETER CARLSON,6.1,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,CPUN,3,16,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,CPUN,6,19,18,20,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,OYT,1,25,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,OYT,1,27,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,OYT,3,35,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,OYT,1,40,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SATR,1,28,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,1,15,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,1,20,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,1,22,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,4,24,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,1,25,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,1,27,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTER,MID,3,SMYS,1,30,,,PETER CARLSON,7.6,8,14.4,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,BFRE,1,12,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,EJAC,2,26,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,EJAC,2,28,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,EJAC,2,33,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,ELAT,1,20,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,HCAR,1,12,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,HCAR,2,14,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,HCAR,2,20,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,HROS,1,19,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,OCAL,1,18,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,OCAL,5,20,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,OPIC,1,12,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,OPIC,1,14,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SATR,1,15,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SATR,1,30,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SCAR,1,24,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SCHR,1,7,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SCHR,1,15,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SCHR,1,21,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SMYS,1,10,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SMYS,2,19,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SPUL,1,40,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SPUL,1,50,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SPUL,2,55,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,1,SPUL,1,65,,,MARY DONOVAN,8.2,7,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,CPUN,3,12,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,CPUN,4,20,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,CPUN,5,21,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,ELAT,1,30,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,GNIG,6,20,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,GNIG,2,23,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,GNIG,2,26,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,HCAR,3,15,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,HCAR,12,18,16,20,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,HCAR,1,27,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,KGB,2,7,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,OCAL,1,14,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,OCAL,1,20,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,OPIC,2,14,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SATR,1,14,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SATR,1,21,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SATR,3,25,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SATR,4,35,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SATR,1,36,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SMYS,13,10,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SMYS,3,20,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SMYS,1,25,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SPUL,1,60,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,2,SPUL,1,75,,,MARY DONOVAN,10.7,7,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,BFRE,3,15,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,DVAC,1,25,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,EJAC,1,34,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,ELAT,1,20,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,ELAT,2,25,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,HCAR,4,15,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,HCAR,2,17,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,HCAR,2,21,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,KGB,6,7,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OELO,1,60,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OPIC,6,14,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OPIC,3,15,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OYT,1,10,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OYT,1,12,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OYT,1,15,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OYT,1,22,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,OYT,1,25,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,RTOX,2,36,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SATR,1,20,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SCAR,1,22,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SCAR,1,29,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SCAU,1,15,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SGUT,1,15,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SMEL,1,27,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SMYS,2,10,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SMYS,5,20,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SMYS,4,25,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SMYS,1,27,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SPUL,1,45,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SPUL,1,50,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SPUL,1,55,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SPUL,1,60,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,BOT,3,SPUL,1,70,,,MARY DONOVAN,12.8,7,13.9,LIGHT,,2,,,,,MALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,CAN,1,ATHE,14,23,22,24,LAURA KINNEY,1.8,8,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,CAN,2,NO_ORG,0,,,,LAURA KINNEY,1.8,8,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,CAN,3,NO_ORG,0,,,,LAURA KINNEY,1.8,8,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,1,BFRE,1,11,,,LAURA KINNEY,5.2,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,2,ATHE,18,24,23,25,LAURA KINNEY,6.1,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,2,SATR,2,31,,,LAURA KINNEY,6.1,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,2,SMYS,1,26,,,LAURA KINNEY,6.1,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,3,OYT,3,14,,,LAURA KINNEY,7.6,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,3,OYT,1,32,,,LAURA KINNEY,7.6,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,3,SMYS,1,15,,,LAURA KINNEY,7.6,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,E,OUTMID,MID,3,SMYS,8,26.5,25,28,LAURA KINNEY,7.6,7,15,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,BFRE,4,11,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,BFRE,3,12,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,BFRE,5,16,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,EJAC,1,32,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,SAND CHANNEL FROM 12-22M
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,HCAR,1,14,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,HROS,1,11,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,KGB,3,5,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,KGB,1,6,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,OCAL,3,16,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,OCAL,1,18,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,OCAL,5,20,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,OCAL,3,24,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,OPIC,1,14,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,1,SPUL,1,44,,,MARY DONOVAN,12.5,8,13.9,LIGHT,,1,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,AFLA,1,14,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,BFRE,1,7,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,BFRE,1,10,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,DVAC,1,25,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,DVAC,1,33,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,HCAR,1,14,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,KGB,7,7,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OCAL,4,10,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OCAL,23,12,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OCAL,6,16,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OCAL,7,20,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OCAL,8,25,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OPIC,1,9,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,OPIC,1,15,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,SATR,1,27,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,SPUL,1,40,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,2,SPUL,1,50,,,MARY DONOVAN,11,8,13.9,LIGHT,,2,,,,,FEMALE
UCSB,SBTL_FISH,2007,9,20,SRI_CHICKASAW,W,INMID,BOT,3,DVAC,1,41,36,46,MARY DONOVAN,9.8,8,13.9,LIGHT,,2,,,,,
